Cairene Arabic	
Eastern Egyptian Arabic	
Central-Northern-Eastern Šarqiyya	
Northern frontier ilŠarqiyya-Parts of idDaqahliyya	
Southwestern frontier ilŠarqiyya-Southern parts of idDaqahliyya-Southeastern parts of the centre of the Delta	
Helebi	
Northeast Nile Delta Arabic	North Delta Arabic
Daqahliyya-Eastern Kr. išŠēx-Parts of Ġarbiyya	
Manzala	
Central Delta Nile Arabic	South Central Delta Arabic
Western Nile Delta Arabic	
Biḥēra-Western Minufiyya-Western Ġarbiyya-Parts of Gīze	
Burullus	
Eastern Biḥēra-Kafr išŠēx-Parts of Ġarbiyya	
Far Western Minufiyya	
Saidi Arabic	Arabic,Arabic, Sa`idi Spoken,Sa`idi,Upper Egypt Arabic,Sa'idi Arabic [en],Saidi arapski [hr],Ababda,Arabic-Sa'idi Spoken,Arabic-Sa’idi Spoken,B'ēri Arabic,Egyptian Arabic dialect of the oasis of ilBa5ariyya,Nordmittelägyptischen Bukaṛa,Sa'idi Arabic,Sa'idi Spoken,Upper Egyptian Arabic,Western Oases Egyptian Arabic
Asyūṭ–Gina	
Gina–Assuan	
Northern Middle Egypt Arabic	Middle Egypt Arabic
South Gize-North Bani Swēf-ilFayyūm	
South Bani Swēf–ilMinya	
Southern Minya	
Upper Egypt Arabic	
Asyūṭ–Luxor	
Bʿēri	
Esna–Assuan and South of Luxor–Assuan	
Nagʿ Ḥammādi–South of Gina	
Western Desert Egyptian Arabic	
Sudanese-Chadian Arabic	
Chadian Arabic	Arabic (Abbéché Chad),Arabic (Borno Nigerian),Arabic (Chadian),Chad Arabic,Arabic (Western),Arabe Choa,Arabic,Arabic, Chadian Spoken,Chadian,Chadic Arabic,Choa,Chowa,L'arabe du Tchad,Shua,Shua Arabic,Shuwa,Shuwa Arabic,Suwa,Arabe tchadien [fr],Arabeg Tchad [br],Tchadisk arabisk [da],Tourkou [sv],Arabe choa,Arabic-Chadian Spoken,Arabic-Wadai,Chad-Cameroon-Nigeria,Chadian Spoken Arabic,Shoa
Batha	Biltine
Chari-Baguirmi	Chari,Salamat
Nubi	Ki-Nubi,Kinubi,Nubi [de],Nubieg [br],Kenya Kinubi,Nubi of Kibera in Kenya,Nubi von Kibera,Nubis of Kibera in Kenya,Uganda Kinubi,Kinúbi,Rután Núbi
Sudanese Arabic	Arabic,Arabic, Sudanese Spoken,Khartoum Arabic,Sudanese,Arabeg Soudan [br],Sudanesisch-Arabisch [de],Sudanski arapski [hr],Arabic-Sudanese,Benishangul Arabic,Darfur Arabic,Darfur Baggara Arabic,Kordofanian Baggara Arabic,Randuk in Khartoum,Sudanese Colloquial Arabic,Sudanese Spoken
Ja'ali	
Khartoum	
North Kordofan Arabic	
Shukri	
Western Sudanese	
South Sudanese Creole Arabic	Arabic, Sudanese Creole,Juba Arabic,Pidgin Arabic,Southern Sudan Arabic,Sudanese Creole Arabic,Juba Arabic [en],Sudanese Creole Arabic [en],Arabic in Equatoria,Juba Arabic Youth Language,Juba-Arabisch,South Sudan Arabic in Australia
Levantine Arabic	
Cypriot Arabic	Arabic (Kormakiti),Cypriot Arabic Kormakiti,Arabic (Eastern),Arabe chypriote,Arabic,Arabic, Cypriot Spoken,Cypriot Arabic: Kormakiti,Cypriot Maronite Arabic,Cypriot Spoken,Maronite,Sanna,Arabeg Kiprenez [br],Cipriotski arapski [hr],Cypriot Maronite Arabic [en],Kormakiti [gsw],Zyprisches Arabisch [de],Arabic-Cypriot Spoken,Kormakiti Arabic,Cypriot Spoken Arabic
North Levantine Arabic	Arabic (Beirut),Arabic (Lebanese),Arabic (North Levantine Spoken),Arabic (Syrian),Arabic,Damascene,Lebanese Arabic,Lebanese-Syrian Arabic,Levantine Arabic,Syrian Arabic,Arabic (Eastern),Arabic, North Levantine Spoken,North Levantine Spoken,Syro-Lebanese Arabic,Dialekt damasceński [pl],Sirià [ca],Syrian Arabic [en],Syrisch-Arabisch [de],Abu Id,Aleppo,Antakyanin Arap,Antiochia Arabic,Arabic Dialect of the Jews of Iskenderun,Arabic North Levantine Spoken,Arabic-North Levantine Spoken,Cabali,Cilicia-Antioch,Cukurova,Cukurova-Hatay,Damascus,Damascus Arabic,Ez-Zrēriyye,Hatay,Hatay Arabic,Il-Ǧillī Arabic,Il‐Ǧillī Arabic,Mharde,North Israel Bedouin Dialects,North Levantine Spoken Arabic,Shawi dialect group,Sirijskij Arabskij,Syrian-type dialects of the Cilician Plain called Çukurova in modern Turkish,Syro-Palestinian Arabic,Urfa
Aleppo	
Beqaa Arabic	
Cilicia-Antioch Arabic	
Iqlim-Al-Kharrub Sunni Arabic	
Jdaideh Arabic	
North Lebanese Arabic	
North-Central Lebanese Arabic	
Saida Sunni Arabic	
South-Central Lebanese Arabic	
South Lebanese Arabic	
Standard Lebanese Arabic	
Sunni Beiruti Arabic	
South Levantine Arabic	Arabic (Negev),Arabic (Palestinian),Arabic,Negev Bedouin,Palestinian Arabic,Palestinian-Jordanic Arabic,Arabic (Eastern),Arabic (South Levantine Spoken),Arabic, South Levantine Spoken,Bedawi,Levantine,Levantine Arabic,Palestinian-Jordanian Arabic,South Levantine Spoken,Arabeg levantek ar su [br],Palestinian Arabic [en],Palästinensisch-Arabisch [de],Arabic-South Levantine Spoken,Atig close to Horan,Hebron,Palestinian Spoken Arabic,Ramallah,Rural Palestinian Arabic,S Levantine close to Horan,Salt,Transjordanian dialects,Wadi Mousa
Fellahi	Fellaḥi
Madani	
North African Arabic	
Algerian Arabic	Algerian,Algerian Colloquial,Arabic,Arabic, Algerian Spoken,Algerisk arabiska [sv],Alžirski arapski [hr],Arabe algérien [fr],Arabeg Aljeria [br],Arabic-Algerian Spoken,Cherchell,Dellys,Djidjelli,Old Algiers dialect of the Moslems in 1830,Oran,Tlemcen
Algiers	
Constantine	
Oran	
Algerian Saharan Arabic	Arabic,Arabic, Algerian Saharan Spoken,Bedouin Saharan Dialects,Saharan Arabic,Tamanghasset Arabic,Tamanrasset Arabic,Arabe saharien [fr],Saharan Arabic [en],Saharski arapski [hr],Confereration de tribus nomade de l'annex de Laghouat depuis le Mzâb jusqu'aux pentes Sud de l'Ouarsenis (région de Teniet-el-Had-Vialar),Mzab,Saoura
Hassaniyya	Arabic (Bani-Hassan),Eastern Arabic,Arabic,Bedouin Dialects,Hasanya,Hasanya Arabic,Hassani,Hassaniya,Hassaniyya Arabic,Klem El Bithan,Maure,Mauri,Moor,Sahrawi,Sulaka,Suraka,Suraxxé,Bahasa Hassānīya [ms],Hasaniyeg [br],Hassania [ca],Hassanija [pl],Hassaniyya arapski [hr],Hassanya [fr],Hassanía [es],Hassānīya Arabic [en],Mavritanskij,Nemadi,Nimadi
Judeo-Tripolitanian Arabic	Arabic,Arabic, Judeo-Tripolitanian,Jewish Tripolitanian-Libyan Arabic,Tripolita'it,Tripolitanian Judeo-Arabic,Yudi,Judeotripolitanski arapski [hr],Yahudi Trablus Arapçası [tr]
Judeo-Moroccan Arabic	Arabeg yuzev-morokek [br],Judeo-Moroccan [en],Judeomarokanski arapski [hr],Jødemarokkansk arabisk [no],Yahudi Fas Arapçası [tr]
Kjal	
Wqal	
Libyan Arabic	Arabic (Eastern Libyan),Arabic (Cyrenaican Libyan),Arabic (East Libyan),Arabic (Western),Arabic,Arabic, Libyan Spoken,Bedawi,Libyan Spoken Arabic,Libyan Vernacular Arabic,Maghrebi Arabic,Maghrebine,Sulaimitian,Sulaimitian Arabic,Arabeg Libia [br],Libijski arapski [hr],Al-Bayda in Eastern Libya,Al-Khums in Coastal Tripolitanian between Tripoli and Misrata,Arabic-Libyan Spoken,Arabo parlato della Libia (Cirenaican),Bengasi,Benghazi (Libya),Benghazi and Eastern Libya,Cirenaican Libico Arabic,Dawada,Dawwada,Derna,Eastern Libyan Arabic,Fezzân,Livia,Misurata,Nafusa Arabic,Nomades Fezzân,Sedentaires Fezzân,Southern Libyan Arabic,Tripoli,Tripoli Arabic,Tripoli and Western Libya,Tripolitanian Arabic,Western Libyan Arabic,Zliten in Western Libya
Eastern Libyan Arabic	
Southern Libyan Arabic	
Tripolitanian Arabic	Tripoli
Western Egyptian Bedawi Arabic	
Malta-Tunisian Arabic	
Maltese	Arabic,Malta,Malti,An Mháltais [ga],Bahasa Malta [id],Basa Malta [jv],Gjuha malteze [sq],Idioma maltés [an],Język maltański [pl],Kimalta [sw],Limba malteză [ro],Lingua Melitica [la],Lingua maltesa [gl],Lingua maltese [ia],Lingua maltisa [scn],Lingwa Maltija [mt],Língua maltesa [pt],Malta dili [az],Malta keel [et],Malta lingvo [eo],Malta simi [qu],Malta-gí [nan],Maltaca [tr],Maltais [fr],Maltan kieli [fi],Maltana linguo [io],Maltańsko godka [szl],Maltašćina [hsb],Maltees [af],Malteesk [fy],Malteg [br],Maltera [eu],Maltesische Sprache [de],Maltesisk [da],Maltesisk språk [nn],Maltesiska [sv],Malteški jezik [bs],Malteščina [sl],Maltiečių kalba [lt],Maltiešu valoda [lv],Maltish [gv],Maltneska [is],Maltès [ca],Maltés [ast],Maltčina [sk],Maltština [cs],Máltai nyelv [hu],Pinulongang Maltes [ceb],Wikang Maltes [tl],Maltese in Australia,Maltralian,Maltraljan,Mgarr Maltese
Gozo	
Port Maltese	
Rural West Maltese	
Rural Central Maltese	
Rural East Maltese	
Standard Maltese	
Zurrieq	
Tunisian Arabic	Arabic (Tunisian),Arabic (Tunis),Tunisian,Arabic (Western),Arabic,Arabic, Tunisian Spoken,Tunisian Darija,Tunisian Spoken,Arabe tunisiano [an],Arabe tunisien [fr],Arabeg Tunizia [br],Tunesisch-Arabisch [de],Tunisisk arabiska [sv],Tuniski arapski [hr],Alger Jewish Arabic,Arabic Tunisian Spoken,Arabic-Judeo-Tunisian,Arabic-Tunisian Spoken,Beduinendialekts der Region Douz,Kerkena,Mainly the muslim dialect of Tunis,South Tunisian Bedouin dialect
Judeo-Tunisian Arabic	Arabic,Arabic, Judeo-Tunisian,Judeo-arabe tunisien (Israël),Judeo-árabe tunecino (Túnez),Judéo-arabe tunisien (Tunisie),Judeotuniski arapski [hr],Judéo-tunisien [fr],Yahudi Tunus Arapçası [tr],Alger Jewish Arabic,Arabic-Judeo-Tunisian
Alger Judeo-Arabic	
Tunis Judeo-Arabic	Tunis
North-Western Tunisian	
Sahil	Sahel Subgroup
Sfax	
South-Western Tunisian	
South-Eastern Tunisian	
Tunis (Tunisian Arabic)	
Moroccan-Andalusian Arabic	
Andalusian Arabic	Andalusi Arabic
Moroccan Arabic	Arabic (Moroccan),Maghrebi Arabic,Arabic (Western),Arabic,Arabic (Moroccan Spoken),Arabic, Moroccan Spoken,Maghribi Colloquial Arabic,Moroccan,Moroccan Colloquial Arabic,Moroccan Darija,Arabe marocain [fr],Arabe marokin [wa],Arabe marroquí [an],Arabeg Maroko [br],Marokanski arapski [hr],Marokańska odmiana języka arabskiego [pl],Marokkaans-Arabisch [nl],Marokkanisch-Arabisch [de],Anjra,Arabic from Tanger,Arabic-Moroccan Spoken,Chauen,Larache,Marokko,Mauro-Arabicae,Moroccan Arabic in Ceuta,Moroccan Arabic in Zaragoza,Moroccan Spoken Arabic,Nord de Tāza,Skura,Tāza
Fez. Meknes	Fez
Jebli	Jbala,Jebelia
Marrakech	
Oujda	
Rabat-Casablanca Arabic	Rabat
Southern Morocco Arabic	
Tangier	Tanger
Standard Arabic	Arabic (Modern Standard),Arabic (Modern Literary),Modern Literary Arabic,Al Arabiya,Al Fus-Ha,Al-Arabiyya,Al-FusHa,Arabic,Arabic, Standard,Classical Arabic,High Arabic,Koranic Arabic,Modern Standard Arabic,Qur'anic Arabic,Quranic Arabic,Standard,Arabe standard moderne [fr],Arabeg unvan [br],Fus'ha [an],Fusha [it],Modern Standard Arabic [en],Standardni arapski [hr],Arabe Sicile,Arabic-Standard,Arabica,Arabicae,Arabisch,Media Arabic,Sicilian Arabic,Siculo Arabic
Northwest Semitic	
Aramaic	
Imperial-Middle-Modern Aramaic	
Imperial Aramaic (700-300 BCE)	Aramaic of the Old Testament,Aramaic of the book of Daniel,Aḥiqarsprüche,Biblical Aramaic,Biblisch-Aramäischen,Egyptian Aramaic,Late 5th centrury BC Aramaic
Middle-Modern Aramaic	
Eastern Aramaic	
Central Eastern Aramaic	CENA,Central Eastern Neo-Aramaic
Bohtan	
Gardabani Bohtan Neo-Aramaic	Bohtan Neo-Aramaic,Georgian Subgroup,Neo-arameo de Bohtan,Néo-araméen du Bhotan,Bohtan Neo-Aramaic [en],C Umra,Hassane (Provinz şırnak),Hertevince,Hértevin,Sôreth
Hertevin	Hartevan,Hertevino,Hértevin,Hertevin [de],Hertevineg [br],Hértevin [en],Hértevin jezik [hr],Hértevin language [en],Vilayet Siirt,Bohtan Neo-Aramaic,Hertevince,Sôreth
Hértevin Proper	Arton
Jinet	
Umraya	
North-Eastern Neo-Aramaic	
Assyrian Neo-Aramaic	Neo-Aramaic (Assyrian),Assyrian,Aisorski,Assyrianci,Assyriski,Lishana Aturaya,Neo-Syriac,Neo-arameo oriental,Sooreth,Soureth,Suret,Sureth,Suryaya Swadaya,Asirski novoaramejski [hr],Assyrisch-Neuaramäische Sprache [de],Assyrisk Neo-Arameiska [sv],Assyríska [is],Aturayeg [br],Neoarameo asirio [es],Aisorskij,Ashitha,Baz,Christian Aradhin in Iraqi Kurdistan,Christian dialect of Barwar,Eastern Neo Aramaic,Gzira Jewish dialect,Jilu,Neo-Aramaic dialect spoken by Assyrian Christians in the region of Urmi (northwestern-Iran),Northern Assyrian (Baz-Dez-Gavar-Jilu-Qudshanis-Salamas-Upper Barwari-Van),Northern NENA,Oroomiah,Salamas,Sapna cluster,Sat/Hakkari,Tiyare,Urmi,Urmia-Van,Van),Ashirat Neo-Aramaic,Asirat Northeastern Neo-Aramaic,Aširat Northeastern Neo-Aramaic,NENA
Central Assyrian Neo-Aramaic	Central Group
Anhar	
Mar Bishu	
Nochiya	
Tergawar	
Iranian Koine	General Urmi
Northern Assyrian Neo-Aramaic	Northern Group,Northern Russian River
Baz	
Dez	
Gavar (Aramaic)	
Jilu	
Qudshanis	
Salamas	
Upper Barwari	
Van (Aramaic)	
Sapna cluster	
Aradhin	
Benatha	
Daudiya	
Inishke	
Tina	
Urmian group	Urmi Subgroup,Assyrian,NENA,Urmia Northeastern Neo-Aramaic
Sipurghan	
Solduz	
Urmi	
Western Group	
Christian Tiyare Neo-Aramaic	
Lewin	
Lower Barwari	
Tal (Aramaic)	
Tkhuma	
Chaldean Neo-Aramaic	Chaldean (Modern),Neo-Aramaic (Amadiya),Aramaic (Amadia),Aramaic (Amadiya),Chaldean,Modern Chaldean,Syriac,Aramaic,Fallani,Fellihi,Kaldaya,Kildani,Lishana Kaldaya,Neo-Chaldean,Soorath,Soorith,Suras,Sureth,Kaldeisk nyarameiska [sv],Kaldejski neoaramejski [hr],Alqosh,Chaldean Catholic Christians of the town of Telkepe,Christian Neo-Aramaic East of Zab,Christian Neo-Aramaic of Zakho,Christians of Hassan,Dihok,Peshabur,Probably at least in part the dialect of Ṣanāt where her informants' parents originated,Qaraqosh,Similar to the Christian Neo-Aramaic of Zakho,Tisqopa Modern Aramaic,Zakho
Christian Neo-Aramaic West of Zab	
Christian Zakho Neo-Aramaic	
Christian Dihok Neo-Aramaic	Dihok
Christian Mangesh Neo-Aramaic	Mangesh
Christian Shirnak-Chizre Neo-Aramaic	Bohtan,Shirnak-Chizre
Christian Neo-Aramaic East of Zab	
Erbil (Arbel) Christian Neo-Aramaic	
Sulemaniyya-Sanandaj Christian Neo-Aramaic	
Senaya	Christian Neo-Aramaic,Lshan Sray,Neo-arameo cristiano,Sena:ya,Shan Gyanan,Shan Sray,Soray,Sray,Senaya jezik [hr],Senayeg [br],Kurdistan Christian
Sulemaniyya Christian Neo-Aramaic	
Mosul Plain Christian Neo-Aramaic	
Christian Alqosh	Alqosh
Christian Baretla	Bartille
Christian Qaraqosh	
Christian Telkepe	Tel Kepe
Christian Tisqopa	Tisqopa
Jewish Babylonian Aramaic (ca. 200-1200 CE)	Babylonian Talmudic Aramaic,Jewish Babylonian Aramaic,Aramaeg talmoudek Babilonia [br],Jewish Babylonian Aramaic [en],Judéo-araméen babylonien [fr],Talmudski aramejski jezik [hr],Babylonian-Aramaic,Chaldaicam,Chaldaice,Chaldaicum,Chaldaisch,Qumran Aramaic
Northwestern Jewish Neo-Aramaic	
Barzani Jewish Neo-Aramaic	Bijil Neo-Aramaic,Judéo-araméen barszani (Iraq),Judéo-araméen barszani (Israël),Lishan Didan,Lishan Dideni,Neo-arameo judío barzani (Israel),Bijil neoaramejski [hr],Djananeg [br],Jewish Barzan,Central Jewish Neo-Aramaic,NENA
Barzan	
Bijil	
Sandu	
Shahe	
Lishana Deni	Judeo-Aramaic,Kurdit,Lishan Hozaye,Lishan Hudaye,Lishana deni  (Israel),Lishana deni (Iraq),Lishana deni (Israël),Denieg [br],Lishana deni jezik [hr],Lişana Deni [tr],Amadya and Zakho,Amidya,Gzira Jewish dialect,Jewish Aradhin in Iraqi Kurdistan,Jewish Neo-Aramaic Betanure,Jewish Neo-Aramaic of Challa,Jewish Zakho,Jews of Zakho,Lishana Deni (Jewish),Lishani,Nerwa,Zakho
Amadiya Jewish Neo-Aramaic	Amadiya
Atrush Jewish Neo-Aramaic	Atrush
Barashe Jewish Neo-Aramaic	Barashe
Bétanure Jewish Neo-Aramaic	Bétanure
Challa Jewish Neo-Aramaic	
Cizre Jewish Neo-Aramaic	
Dohuk Jewish Neo-Aramaic	Dohuk
Nerwa Jewish Neo-Aramaic	Nerwa
Shukho Jewish Neo-Aramaic	Shukho
Zakho (Lishana Deni)	
Trans-Zab	
Hulaulá	Hulaula,Galiglu,Hula Hula,Hulaula (Israël),Hulaula (République islamique d'Iran),Hulaulá (Israel),Jabali,Judeo-Aramaic,Kurdit,Lishana Axni,Lishana Noshan,Hulaula [tr],Hulaulá jezik [hr],Nochaneg [br],Jewish Sanandaj,Jewish Saqez,Kordestan and Kermanshah NENA Sanandaj Jewish,Kurdistan Jewish,Suleymaniyya NENA
Kerend	
Jewish Sanandaj	Sanandaj
Saqiz	
Suleimaniya Jewish Neo-Aramaic	Suleimaniya
Lishán Didán	Lishan Didan,Neo-Aramaic (Persian Azerbaijan),Persian Azerbaijan Jewish Aramaic,Aramaic,Galihalu,Lakhlokhi,Lishan didan (Israël),Lishan didan (République islamique d'Iran),Lishanid Nash Didán,Lishanán,Lishanán (Israel),Soviet Azerbaijanian Subgroup,Didaneg [br],Lishán didán [fr],Lishán didán jezik [hr],Lişan Didan [tr],Azerbaijan Jewish,Jewish Sanandaj,Northern Cluster Lishán Didán,Jewish Azerbaijani Neo-Aramaic,Lišān Didān,Lišānān
Northern Cluster Lishán Didán	
Anatolia	
Salmas	
Southern Cluster Lishán Didán	
Mahabad	
Naghada	
Ushno	
Western Trans-Zab	
Koy Sanjaq Jewish Neo-Aramaic	Koi Sanjaq Soorit,Koi-Sanjaq Sooret,Koy Sanjaq Sooret,Koy Sanjaq Soorit,Koy Sanjaq Surat,Koy Sanjaq Surat [en],Koy sanjaq surat jezik [hr],Jewish Neo-Aramaic of Koy Sanjaq
Lishanid Noshan	Neo-Aramaic (Arbel Jewish),Aramaic (Arbel Jewish),Arbel Jewish Aramaic,Arbili Neo Aramaic,Neo-Aramaic (Arbel),Aramaic,Galigalu,Hula'ula,Hulani,Jbeli,Kurdit,Lishana Didán,Lishanid noshan (Iraq),Lishanid noshan (Israël),Lisánido nosán (Israel),Lişanid Noşan [tr],Arbel,Rustaqa,Trans Zab (Jewish),Inter-Zab Jewish Neo-Aramaic
Eastern cluster Lishanid Noshan	Eastern cluster
Northeastern Lishanid Noshan	Northeastern varieties
Rustaqa	
Rwanduz	
Southeastern Lishanid Noshan	Southeastern varieties
Koy Sanjaq	
Qaladze	
Ranye	
Shaqlawa	
Western cluster Lishanid Noshan	Western cluster
Arbel	
Dobe	
Turoyo-Mlahso	
Mlahsô	Mlahso,Mlahsö,Melasó (Turquía),Mlahso (République arabe syrienne),Mlahso (Turquie),Mlaḥso,Suryoyo,Mlahsö [en],Mlahsö jezik [hr],Mlahsöspråket [sv],Mlaḥso,Mlaḥsô
Turoyo	Suryoyo,Syryoyo,Süryani,Touroyo,Turani,Touroyoeg [br],Turoyo [de],Turoyo jezik [hr]
Anhil	
Iwardo	
Kfarze	
Midin	
Midyat	
Raite	
Classical Syriac	Ancient Syriac,Lishana Atiga,Suryaya,Suryoyo,Syriac,Bahasa Suryani [id],Gammelsyrisk [no],Język syryjski [pl],Lingua Syriaca [la],Lingua siriaca [it],Língua siríaca [pt],Siria lingvo [eo],Siricis [ga],Sirieg [br],Sirijski jezik [bs],Sirjački jezik [hr],Siríaco [es],Sirščina [sl],Syriac language [en],Syriaque [fr],Syrisch [nl],Syrische Sprache [de],Syriska [sv],Syrština [cs],Syyrian kieli [fi],Süryanice [tr],Süüria keel [et],Sýrčina [sk],CPA,Christian Palestinian Aramaic,Judeo-Syriac is used to refer to the practice of transcribing a Syriac text in Jewish Aramaic script,Syriacam,Syriace
Eastern Syriac	
Western Syriac	
Macro-Mandaic	
Classical Mandaic	Classical Mandaean,Mandaic,Mandaic, Classical,Mandaic-Classical
Neo-Mandaic	Mandaic (Modern),Mandaic,Modern Mandaic,Manda:yi,Mandaean,Mandeo,Mandi,Mandéen,Sabe'in,Sabean,Subbi,Mandaic [en],Ahwaz
Ahwaz	Ahvaz
Iraqi Neo-Mandaic	
Shushtar	
Middle Aramaic	Aramäischen vom Toten Meer,Araméen des manuscrits de la mer Morte,Dead Sea Scrolls,Hatran,Palmyrene,Palmyrenischen,Qumran Aramaic
Dead Sea-New Testament Aramaic	
Hatran	
Nabatean	
Palmyrene	
Western Aramaic	
Late Palestinian Aramaic	Chaldaicam,Chaldaicum,JPA,Jewish Palestinian Aramaic,Judean Aramaic,Mostly Targumic Jewish Palestinian Aramaic,Mostly Targums so Jewish Palestinian Aramaic,Palestinian Jewish Aramaic,Samaritan Aramaic
Christian Palestinian Aramaic	
Jewish Palestinian Aramaic	Palestinian Jewish Aramaic
Samaritan-Galilean Aramaic	
Galilean Aramaic	
Samaritan Aramaic	Israel, Palestinian West Bank and Gaza,Aramaeg ar Samaritaned [br],Araméen samaritain [fr],Lingua Samaritana [la],Samarijanski aramejski jezik [hr],Wikang Samaritanong Arameo [tl],JPA
Western Neo-Aramaic	Aramaic,Araméen occidental,Loghtha Siryanoytha,Ma'lula,Maalula,Neo-Western Aramaic,Neo-arameo sirio,Siryon,Neuwestaramäische Sprache [de],Nevez-aramaeg ar c'hornôg [br],Néo-araméen occidental [fr],Zapadni novoaramejski [hr],Západní aramejština [cs],Lishshoona Aroomay,Liššōna Arōmay,Siryanooytha,Siryanoytha,Siryoon,Gubb Adin,Jubb'adin,Ma'lūla,Loghtha Siryanōytha,Maaloula,Neo-Aramaic,Siryōn,Western
Bakh'a	Bax'a,Bax`a
Jub-'adin	Jubb `Adi:n,Jubb'adin
Maaloula	Ma'lula,Ma'lūla,Ma`lu:la,Maalula
Old Aramaic-Sam'alian	Old Aramaic,Standard Syrian Aramaic,Ancient Aramaic (up to 700 BCE) [en],Ancient Aramaic [en],Old Aramaic (up to 700 BCE) [en],Old Aramaic [en],Old Aramaic language [en],Ancient Sam'al,Araméen des manuscrits de la mer Morte,Dead Sea Scrolls,Old Aramaic (up to 700 BCE),Sam'alian,Sam'alian TODO,Samalian
Old Aramaic (up to 700 BCE)	
Sam'alian	
Canaanite	
Hebrewic	
Ancient Hebrew	Biblical Hebrew,Classical Hebrew,Hebrew,Hebrew, Ancient,Old Hebrew,Ammonite,Drevneevrejskij,Ebrew,Edomite,Hebraeorum,Moabite
Ammonite	
Biblical Hebrew	
Edomite	
Moabite	
Modern Hebrew	Hebrew (Modern Ashenazic),Hebrew (Modern),Hebrew (modern Ashkenazic),Israeli Hebrew,Hebrew,Ivrit,Hebrew [en],Druze Language in Israel,Palebrew,Sovremennyj Ivrit
Oriental Hebrew	Arabized Hebrew,Yemenite Hebrew
Standard Hebrew	Europeanized Hebrew,General Israeli
Samaritan	Samaritan Hebrew
Ugarito-Phoenician	
Phoenician-Punic	
Phoenician	Bana,Punic,Bahasa Phoenicia [ms],Fenica lingvo [eo],Fenicek [kw],Fenicisch [nl],Feniciska [sv],Fenike dili [tr],Fenikianeg [br],Fenički jezik [sh],Foiniikia keel [et],Foinikian kieli [fi],Féničtina [cs],Föníciai nyelv [hu],Fønikisk [no],Idioma fenicio [an],Język fenicki [pl],Kifinisia [sw],Lingua Phoenicia [la],Lingua fenicia [gl],Llengua fenícia [ca],Língua fenícia [pt],Phénicien [fr],Phönizisch-punische Sprache [de],Fenicia,Fenicio-Punici in Sardegna
Punic	Civilisation carthaginoise [fr],Język punicki [pl],Lingua Punica [la],Lingua punica [it],Língua púnica [pt],Punerne [no],Punisch [nl],Puunin kieli [fi]
Neo-Punic	Late Punic
Ugaritic	Język ugarycki [pl],Lingua ugaritica [it],Lingua ugarítica [gl],Luenga ugaritica [an],Língua ugarítica [pt],Ougaritique [fr],Ugaritiko [eu],Ugaritin kieli [fi],Ugaritisch [nl],Ugaritische Sprache [de],Ugarittisk [no],Ugaritština [cs],Ugaritščina [sl],Ugarític [ca],Ugarítico [es],Ugaraitic
Sayhadic	
Hadrami	Epigraphic South Arabian,Hadramawtic,Ḥaḍrami,Ḥaḍramitic,Hadramauti nyelv [hu],Hadramautic language [en]
Minaean	Epigraphic South Arabian,Madhabic,Minaic,Máini nyelv [hu]
Modern Sayhadic	
Faifi	Fifi,Jabal Faifa
Jabal Razih	Jabal Rāziḥ,Razihi
Qatabanian	Epigraphic South Arabian,Qatabanic,Katabáni nyelv [hu],Qatabanita [ca]
Sabaic	Epigraphic South Arabian,Himyaritic,Sabaean,Llengua sabea [ca],Sabaean [en],Sabaean language [en],Sabejščina [sl],Szabái nyelv [hu]
Ethiosemitic	
Geez	Ancient Ethiopic,Ethiopic,Ge'ez,Ge`ez,Gi'iz,Giiz,Gueez,Bahasa Ge'ez [ms],Ge'ez [cs],Ge'ez language [en],Geeza lingvo [eo],Geuzeg [br],Gezo kalba [lt],Giz [sl],Gueez [ca],Guiés [an],Guèze [fr],Język gyyz [pl],Limba gî'îz [ro],Lingua Aethiopica [la],Língua ge'ez [pt]
South Ethiopic	
Outer South Ethiopic	
N-Group	Outer South Ethiopian n-Group,Outer South Ethiopic n-group
Gafat	Gafat [ca],Gafat jezik [hr],Gafateg [br],Język gafat [pl]
Kistane	Soddo,Aymallal,Aymellel,Gogot,Gurage,Kestane,North Gurage,Soddo Gurage,Kistane [de],Kistane jezik [hr],Soddo [ca],Soddo language [en],Sodoeg [br],Dobbi,Galila,Goggot,Soddo/Aymellel
Dobbi	Dobi,Goggot,Gogot
Galila (Lake Wonchi)	
Soddo	
TT-Group	
Peripheral Western Gurage	Inoric
Inoric	Ennemor,Gurage,Innämor,Inor,Inär,Peripheral West Gurage,Idioma inor [an],Inor [ca],Inor jezik [hr],Inor language [en],Endegagn,Endegegn,Enor,Geto,Gyeta,Gyeto
Endegegny	Endegen,Endegeñ,Enegegny,Enner,Indägän
Ener	
Gyeta	Gyeto
Inor	
Mesmes	Indegegn,Mäsmäs
Mesqan	Masqan,Meskan,Misqan,Mäsqan,Mäsqän
Sebat Bet Gurage	Chaha,Muher,Chaha Gurage,Gurage (Central West),Gurage (Chaha),Chähä,Muxir,Central,Central West Gurage,Central Western Gurage,Gurage,Chaha [de],Chaha language [en],Txaha [ca],Ezha,Gumer,Gura,Gyeto
Chaha	
Ezha	Eza,Izha
Gumer	Gumär,Gwemarra
Gura (Semitic)	
Muher	
Transversal South Ethiopic	
Amharic-Argobba	
